target,accession--target,query,accession--query,E-value,score,bias,E-value--best-domain,score--best-domain,bias--best-domain,exp,reg,clu,ov,env,dom,rep,inc,description
SAMEA2737994_b1_ct6_68,-,phage-family-interpro-v4,-,2.6e-63,221.2,2.4,2.3e-44,158.5,1.4,2.1,1,1,0,2,2,2,2,-
SRS148472_a1_ct45264_8,-,phage-family-interpro-v4,-,7.1e-60,209.8,1.5,2.2e-58,204.8,1.5,2.1,1,1,0,1,1,1,1,-
SAMN00792106_b1_ct73_vs02_50,-,phage-family-interpro-v4,-,1.3e-56,198.9,0.1,1.5e-56,198.8,0.1,1.0,1,0,0,1,1,1,1,-
SAMEA2737827_a1_ct14728_36,-,phage-family-interpro-v4,-,4.3e-55,194.0,0.1,9.1e-53,186.3,0.1,2.8,1,1,0,1,1,1,1,-
SAMN10080887_a1_ct2414_28,-,phage-family-interpro-v4,-,1.2e-53,189.2,0.1,3e-51,181.2,0.1,2.6,1,1,0,1,1,1,1,-
SAMN09781775_a1_ct23918_4,-,phage-family-interpro-v4,-,4.4e-49,174.1,0.2,2.6e-34,125.1,0.0,2.1,1,1,1,2,2,2,2,-
SAMN10080893_a1_ct138_21,-,phage-family-interpro-v4,-,4.3e-47,167.5,0.0,6.5e-45,160.3,0.0,2.1,1,1,0,1,1,1,1,-
SAMN10408156_a1_ct3306_82,-,phage-family-interpro-v4,-,1.4e-45,162.5,1.4,3.8e-43,154.4,1.4,2.5,1,1,0,1,1,1,1,-
SAMN09781712_a1_ct3120_14,-,phage-family-interpro-v4,-,4.4e-45,160.8,5.6,4.9e-40,144.1,1.4,2.5,2,1,0,2,2,2,2,-
SRS142896_a1_ct9888_69,-,phage-family-interpro-v4,-,2.3e-44,158.4,0.2,2.3e-44,158.4,0.2,1.4,2,0,0,2,2,1,1,-
SAMN09781724_a1_ct12275_28,-,phage-family-interpro-v4,-,6.3e-44,157.0,6.2,6.2e-39,140.5,3.5,2.3,2,0,0,2,2,2,2,-
SRS015890_a1_ct19784_vs1_5,-,phage-family-interpro-v4,-,2.4e-43,155.0,4.2,9.4e-38,136.6,0.4,3.0,2,1,1,3,3,3,2,-
SRS149647_a1_ct22939_vs01_6,-,phage-family-interpro-v4,-,1.7e-41,148.9,1.0,2.2e-33,122.1,0.1,2.9,2,1,0,2,2,2,2,-
SAMN09781711_a1_ct53252_vs1_70,-,phage-family-interpro-v4,-,3.9e-40,144.4,0.4,1.4e-32,119.5,0.4,3.1,2,1,0,2,2,2,2,-
SAMN09781759_a1_ct8546_vs1_11,-,phage-family-interpro-v4,-,6.5e-38,137.1,3.2,6.5e-30,110.6,0.5,3.2,2,1,0,2,2,2,2,-
SAMEA2737761_a1_ct21606_65,-,phage-family-interpro-v4,-,2.5e-34,125.2,7.2,2e-26,99.1,0.2,3.0,3,0,0,3,3,3,3,-
SAMEA2737787_a1_ct22526_37,-,phage-family-interpro-v4,-,4.2e-34,124.5,0.1,3e-25,95.2,0.2,3.0,2,1,0,3,3,3,2,-
SAMN00791913_a1_ct1999_21,-,phage-family-interpro-v4,-,6.5e-34,123.8,0.0,4.7e-25,94.5,0.1,3.0,2,1,1,3,3,3,2,-
SAMEA2737674_a1_ct1064_59,-,phage-family-interpro-v4,-,6.7e-34,123.8,0.0,1.7e-25,96.0,0.1,3.0,2,1,1,3,3,3,2,-
SAMEA2737745_b1_ct75_vs2_6,-,phage-family-interpro-v4,-,8.7e-34,123.4,0.0,1.1e-33,123.0,0.0,1.0,1,0,0,1,1,1,1,-
SRS019597_a1_ct24_vs01_38,-,phage-family-interpro-v4,-,1.2e-32,119.7,2.0,6.4e-23,87.5,0.0,3.2,3,0,0,3,3,3,3,-
SAMN11031293_a1_ct3915_29,-,phage-family-interpro-v4,-,2.1e-32,118.9,0.0,5.2e-24,91.1,0.1,3.0,2,1,1,3,3,3,2,-
SRS149720_a1_ct6643_vs1_1,-,phage-family-interpro-v4,-,2.3e-32,118.7,4.4,2.7e-32,118.5,4.4,1.0,1,0,0,1,1,1,1,-
SRS048791_a1_ct10163_76,-,phage-family-interpro-v4,-,2.7e-30,111.9,0.1,8.3e-25,93.7,0.0,3.0,2,1,0,2,2,2,2,-
SAMN00691414_b1_ct5_1,-,phage-family-interpro-v4,-,1.2e-29,109.7,1.0,1.3e-26,99.7,0.3,2.1,1,1,0,2,2,2,2,-
SRS018394_a1_ct13037_29,-,phage-family-interpro-v4,-,1.7e-29,109.2,5.5,5.9e-19,74.3,1.8,3.1,2,1,0,2,2,2,2,-
SRS148820_a1_ct27022_87,-,phage-family-interpro-v4,-,4.9e-28,104.4,0.6,3e-21,81.9,0.0,2.2,2,0,0,2,2,2,2,-
SRS022145_a1_ct1_vs1_26,-,phage-family-interpro-v4,-,1.3e-27,102.9,0.4,5.9e-21,81.0,0.0,2.2,2,0,0,2,2,2,2,-
SRS045602_a1_ct6836_22,-,phage-family-interpro-v4,-,1.9e-27,102.4,0.3,1.4e-20,79.7,0.0,2.2,2,0,0,2,2,2,2,-
SRS062714_a1_ct13454_75,-,phage-family-interpro-v4,-,4.8e-27,101.1,0.3,1.9e-20,79.3,0.0,2.1,2,0,0,2,2,2,2,-
SRS064329_a1_ct8252_20,-,phage-family-interpro-v4,-,9.2e-27,100.2,0.8,6e-18,71.0,0.0,3.1,3,0,0,3,3,3,3,-
SRS049147_a1_ct9285_29,-,phage-family-interpro-v4,-,5.1e-26,97.7,0.7,1.3e-18,73.1,0.0,3.1,2,1,0,3,3,3,3,-
SRS146738_a1_ct23551_58,-,phage-family-interpro-v4,-,6e-25,94.2,0.8,6.4e-16,64.3,0.0,3.1,3,0,0,3,3,3,3,-
SRS150032_a1_ct10191_vs1_26,-,phage-family-interpro-v4,-,3.1e-24,91.8,4.4,8.3e-18,70.5,0.4,2.9,2,1,0,2,2,2,2,-
SRS017209_a1_ct4787_vs1_42,-,phage-family-interpro-v4,-,4.6e-24,91.2,1.0,6.8e-17,67.5,0.0,3.1,2,1,0,3,3,3,3,-
SAMN00993239_a1_ct10242_vs1_12,-,phage-family-interpro-v4,-,2.3e-23,89.0,0.1,2.9e-23,88.6,0.1,1.0,1,0,0,1,1,1,1,-
SRS047113_a1_ct10531_81,-,phage-family-interpro-v4,-,2.8e-23,88.7,1.0,2.5e-16,65.7,0.0,3.1,3,0,0,3,3,3,3,-
SAMEA2738138_b1_ct10_6,-,phage-family-interpro-v4,-,9.5e-23,86.9,0.1,1.2e-20,79.9,0.1,2.1,1,1,0,1,1,1,1,-
SRS144368_a1_ct35956_vs01_29,-,phage-family-interpro-v4,-,1.2e-21,83.3,0.0,1.5e-21,82.9,0.0,1.1,1,0,0,1,1,1,1,-
SRS144302_a1_ct18437_vs01_51,-,phage-family-interpro-v4,-,1.2e-21,83.2,0.0,1.6e-21,82.9,0.0,1.1,1,0,0,1,1,1,1,-
SRS019128_a1_ct241347_vs1_89,-,phage-family-interpro-v4,-,3.1e-20,78.6,3.4,1.4e-11,49.9,0.3,4.0,2,1,0,2,2,2,2,-
SRS142896_a1_ct9888_67,-,phage-family-interpro-v4,-,3.6e-20,78.4,0.0,4.2e-20,78.1,0.0,1.0,1,0,0,1,1,1,1,-
SAMN10408066_a1_ct13635_vs1_3,-,phage-family-interpro-v4,-,5.8e-18,71.0,0.5,7.8e-18,70.6,0.5,1.1,1,0,0,1,1,1,1,-
SRS097914_a1_ct19_6,-,phage-family-interpro-v4,-,5.4e-15,61.2,1.8,3.1e-13,55.4,1.8,2.4,1,1,0,1,1,1,1,-
SRS049147_a1_ct9285_28,-,phage-family-interpro-v4,-,2e-14,59.3,1.9,2e-14,59.3,1.9,1.5,1,1,0,1,1,1,1,-
SRS017209_a1_ct4787_vs1_41,-,phage-family-interpro-v4,-,2.3e-14,59.1,2.2,2.3e-14,59.1,2.2,1.5,1,1,0,1,1,1,1,-
SRS150032_a1_ct10191_vs1_25,-,phage-family-interpro-v4,-,4.7e-14,58.1,3.3,4.7e-12,51.5,3.3,2.0,1,1,0,1,1,1,1,-
SRS097914_a1_ct19_5,-,phage-family-interpro-v4,-,8e-14,57.3,1.1,1e-11,50.4,1.1,2.1,1,1,0,1,1,1,1,-
SRS097912_a1_ct22888_76,-,phage-family-interpro-v4,-,1.1e-13,56.9,1.5,1.1e-13,56.9,1.5,1.6,1,1,0,1,1,1,1,-
SAMEA2738138_b1_ct10_5,-,phage-family-interpro-v4,-,1.7e-13,56.3,1.3,1.7e-13,56.3,1.3,1.7,1,1,0,1,1,1,1,-
SRS024087_a1_ct33756_74,-,phage-family-interpro-v4,-,2e-13,56.0,1.8,2.7e-13,55.6,1.8,1.2,1,0,0,1,1,1,1,-
SRS149647_a1_ct22939_vs01_4,-,phage-family-interpro-v4,-,5.3e-12,51.3,0.5,1.2e-11,50.2,0.5,1.5,1,1,0,1,1,1,1,-
SAMN10080887_a1_ct2414_26,-,phage-family-interpro-v4,-,2.1e-11,49.3,2.1,5.5e-11,47.9,2.1,1.6,1,1,0,1,1,1,1,-
SRS045049_a1_ct5097_vs01_1,-,phage-family-interpro-v4,-,2.4e-11,49.1,0.1,2.8e-11,48.9,0.1,1.0,1,0,0,1,1,1,1,-
SAMN10080904_a1_ct2264_7,-,phage-family-interpro-v4,-,4.7e-11,48.2,0.4,2.4e-07,35.9,0.0,3.0,1,1,1,2,2,2,1,-
SAMN10080907_a1_ct2236_30,-,phage-family-interpro-v4,-,7.1e-11,47.6,0.4,2e-09,42.8,0.0,2.6,2,1,0,2,2,2,1,-
SAMEA2737827_a1_ct14728_33,-,phage-family-interpro-v4,-,9.6e-11,47.1,1.9,2.4e-10,45.8,1.9,1.6,1,1,0,1,1,1,1,-
SRS024087_a1_ct33756_73,-,phage-family-interpro-v4,-,1.9e-10,46.2,0.0,2.3e-10,45.9,0.0,1.0,1,0,0,1,1,1,1,-
SAMN09781711_a1_ct53252_vs1_71,-,phage-family-interpro-v4,-,6.6e-10,44.4,4.5,2.8e-06,32.4,0.6,2.1,1,1,1,2,2,2,2,-
SRS064329_a1_ct8252_18,-,phage-family-interpro-v4,-,8.6e-10,44.0,0.4,9.4e-07,33.9,0.0,2.1,1,1,0,2,2,2,2,-
SRS097912_a1_ct22888_77,-,phage-family-interpro-v4,-,2.2e-09,42.6,0.0,2.7e-09,42.4,0.0,1.0,1,0,0,1,1,1,1,-
SAMEA2737761_a1_ct21606_69,-,phage-family-interpro-v4,-,6.6e-09,41.1,1.5,3.2e-08,38.8,1.5,1.8,1,1,0,1,1,1,1,-
SRS018394_a1_ct13037_28,-,phage-family-interpro-v4,-,6.7e-09,41.0,1.0,6.2e-07,34.5,0.0,2.1,2,0,0,2,2,2,1,-
SRS146738_a1_ct23551_60,-,phage-family-interpro-v4,-,7.3e-09,40.9,0.3,4.9e-07,34.9,0.3,2.1,1,1,0,1,1,1,1,-
SRS047113_a1_ct10531_83,-,phage-family-interpro-v4,-,1.3e-08,40.1,0.1,4.8e-07,34.9,0.1,2.1,1,1,0,1,1,1,1,-
SAMEA2737787_a1_ct22526_39,-,phage-family-interpro-v4,-,1.8e-08,39.7,0.2,2.3e-08,39.3,0.2,1.1,1,0,0,1,1,1,1,-
SAMEA2737674_a1_ct1064_61,-,phage-family-interpro-v4,-,1.9e-08,39.5,0.2,2.4e-08,39.2,0.2,1.1,1,0,0,1,1,1,1,-
SAMN10080883_a1_ct24422_vs1_2,-,phage-family-interpro-v4,-,2.3e-08,39.3,0.0,3.8e-08,38.6,0.0,1.3,1,0,0,1,1,1,1,-
SAMN10080898_a1_ct18654_vs1_17,-,phage-family-interpro-v4,-,2.5e-08,39.1,0.0,2.8e-08,39.0,0.0,1.0,1,0,0,1,1,1,1,-
SRS015890_a1_ct19784_vs1_3,-,phage-family-interpro-v4,-,3.1e-08,38.8,1.7,3.1e-08,38.8,1.7,1.9,1,1,0,2,2,2,1,-
SRS048791_a1_ct10163_77,-,phage-family-interpro-v4,-,3.8e-08,38.6,6.3,5.3e-07,34.8,6.3,2.1,1,1,0,1,1,1,1,-
SAMN11031293_a1_ct3915_27,-,phage-family-interpro-v4,-,4.4e-08,38.3,0.2,5.7e-08,38.0,0.2,1.1,1,0,0,1,1,1,1,-
SAMN00993239_a1_ct10242_vs1_13,-,phage-family-interpro-v4,-,4.6e-08,38.3,0.2,6e-08,37.9,0.2,1.1,1,0,0,1,1,1,1,-
SAMN00691414_b1_ct5_4,-,phage-family-interpro-v4,-,8.7e-08,37.4,1.2,5.5e-07,34.7,1.2,2.0,1,1,0,1,1,1,1,-
SAMN10080893_a1_ct138_23,-,phage-family-interpro-v4,-,1.2e-07,36.9,1.9,1.8e-07,36.3,1.8,1.4,1,1,0,1,1,1,1,-
SAMN09781775_a1_ct23918_2,-,phage-family-interpro-v4,-,5.4e-07,34.7,2.5,7.4e-07,34.3,1.8,1.5,1,1,0,1,1,1,1,-
SRS097912_a1_ct22888_79,-,phage-family-interpro-v4,-,5.8e-07,34.6,2.6,0.053,18.2,0.2,3.1,2,1,0,2,2,2,2,-
SAMN10408156_a1_ct3306_80,-,phage-family-interpro-v4,-,7.3e-07,34.3,1.4,1e-06,33.8,1.0,1.4,1,1,0,1,1,1,1,-
SAMN00791913_a1_ct1999_20,-,phage-family-interpro-v4,-,7.9e-07,34.2,0.2,1e-06,33.8,0.2,1.1,1,0,0,1,1,1,1,-
SRS019128_a1_ct241347_vs1_83,-,phage-family-interpro-v4,-,9.4e-07,33.9,0.2,7.2e-06,31.0,0.0,1.9,1,1,0,2,2,2,1,-
SAMN09781759_a1_ct8546_vs1_10,-,phage-family-interpro-v4,-,2.4e-06,32.6,3.0,2.4e-06,32.6,3.0,1.8,1,1,1,2,2,2,1,-
SRS144302_a1_ct18437_vs01_52,-,phage-family-interpro-v4,-,3.4e-06,32.1,2.1,7.9e-06,30.9,2.1,1.7,1,1,0,1,1,1,1,-
SRS148820_a1_ct27022_88,-,phage-family-interpro-v4,-,4.2e-06,31.8,2.7,1.1e-05,30.4,2.7,1.8,1,1,0,1,1,1,1,-
SRS062714_a1_ct13454_74,-,phage-family-interpro-v4,-,5.5e-06,31.4,2.4,1.3e-05,30.2,2.2,1.8,1,1,0,1,1,1,1,-
SRS024087_a1_ct33756_71,-,phage-family-interpro-v4,-,6e-06,31.3,0.8,9.6,10.7,0.1,3.1,2,1,0,3,3,3,2,-
SRS019597_a1_ct24_vs01_41,-,phage-family-interpro-v4,-,6.5e-06,31.2,0.1,0.002,22.9,0.0,2.2,1,1,1,2,2,2,1,-
SRS045602_a1_ct6836_21,-,phage-family-interpro-v4,-,9.1e-06,30.7,1.4,1.9e-05,29.6,1.4,1.6,1,1,0,1,1,1,1,-
SAMN00792026_a1_ct4550_1,-,phage-family-interpro-v4,-,9.1e-06,30.7,0.5,1.1e-05,30.5,0.5,1.0,1,0,0,1,1,1,1,-
SAMN00993239_a1_ct10242_vs1_10,-,phage-family-interpro-v4,-,9.8e-06,30.6,0.0,0.0015,23.4,0.0,2.0,2,0,0,2,2,2,1,-
SRS045049_a1_ct5097_vs01_2,-,phage-family-interpro-v4,-,2e-05,29.6,8.0,0.00014,26.7,8.1,2.1,1,1,0,1,1,1,1,-
SRS022145_a1_ct1_vs1_25,-,phage-family-interpro-v4,-,2.1e-05,29.5,2.2,5.1e-05,28.2,2.2,1.7,1,1,0,1,1,1,1,-
SRS144368_a1_ct35956_vs01_28,-,phage-family-interpro-v4,-,2.1e-05,29.5,2.2,5.1e-05,28.2,2.2,1.7,1,1,0,1,1,1,1,-
SAMN10080924_a1_ct7964_vs1_2,-,phage-family-interpro-v4,-,0.0009,24.1,2.6,0.0076,21.0,0.4,2.3,2,0,0,2,2,2,1,-
