target,accession--target,query,accession--query,E-value,score,bias,E-value--best-domain,score--best-domain,bias--best-domain,exp,reg,clu,ov,env,dom,rep,inc,description
TemPhD_cluster_47695_1,-,phage-family-interpro-v4,-,3e-11,49.7,0.0,3.5e-11,49.4,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_39174_46,-,phage-family-interpro-v4,-,3.1e-11,49.6,4.9,2e-10,46.9,4.9,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56236_25,-,phage-family-interpro-v4,-,3.1e-11,49.6,4.9,2e-10,46.9,4.9,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_59039_20,-,phage-family-interpro-v4,-,3.1e-11,49.6,4.9,2e-10,46.9,4.9,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56158_49,-,phage-family-interpro-v4,-,3.3e-11,49.5,3.7,6.6e-10,45.2,3.7,2.2,1,1,0,1,1,1,1,-
TemPhD_cluster_39157_46,-,phage-family-interpro-v4,-,3.5e-11,49.4,4.9,2.3e-10,46.7,4.9,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_39159_46,-,phage-family-interpro-v4,-,3.5e-11,49.4,4.9,2.3e-10,46.7,4.9,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56190_46,-,phage-family-interpro-v4,-,3.5e-11,49.4,4.9,2.3e-10,46.7,4.9,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56197_25,-,phage-family-interpro-v4,-,3.5e-11,49.4,4.9,2.3e-10,46.7,4.9,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56241_48,-,phage-family-interpro-v4,-,3.6e-11,49.4,3.3,6.6e-10,45.2,3.3,2.2,1,1,0,1,1,1,1,-
TemPhD_cluster_56154_20,-,phage-family-interpro-v4,-,4.9e-11,48.9,3.1,3.9e-10,45.9,3.1,2.0,1,1,0,1,1,1,1,-
TemPhD_cluster_26912_25,-,phage-family-interpro-v4,-,5.8e-11,48.7,4.3,3.9e-10,45.9,4.3,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56086_48,-,phage-family-interpro-v4,-,7.7e-11,48.3,3.2,1.1e-09,44.5,3.2,2.1,1,1,0,1,1,1,1,-
TemPhD_cluster_56094_48,-,phage-family-interpro-v4,-,7.7e-11,48.3,3.2,1.1e-09,44.5,3.2,2.1,1,1,0,1,1,1,1,-
TemPhD_cluster_22272_36,-,phage-family-interpro-v4,-,8.8e-11,48.1,2.9,1.8e-08,40.4,2.9,2.9,1,1,0,1,1,1,1,-
TemPhD_cluster_26831_65,-,phage-family-interpro-v4,-,8.8e-11,48.1,2.9,1.8e-08,40.4,2.9,2.9,1,1,0,1,1,1,1,-
TemPhD_cluster_34641_17,-,phage-family-interpro-v4,-,8.8e-11,48.1,2.9,1.8e-08,40.4,2.9,2.9,1,1,0,1,1,1,1,-
TemPhD_cluster_46488_71,-,phage-family-interpro-v4,-,8.8e-11,48.1,2.9,1.8e-08,40.4,2.9,2.9,1,1,0,1,1,1,1,-
TemPhD_cluster_54103_9,-,phage-family-interpro-v4,-,8.8e-11,48.1,2.9,1.8e-08,40.4,2.9,2.9,1,1,0,1,1,1,1,-
TemPhD_cluster_57851_14,-,phage-family-interpro-v4,-,8.8e-11,48.1,2.9,1.8e-08,40.4,2.9,2.9,1,1,0,1,1,1,1,-
TemPhD_cluster_57948_57,-,phage-family-interpro-v4,-,1.7e-10,47.2,0.4,0.00014,27.5,0.2,2.4,2,1,0,2,2,2,2,-
TemPhD_cluster_57958_45,-,phage-family-interpro-v4,-,1.7e-10,47.2,0.4,0.00014,27.5,0.2,2.4,2,1,0,2,2,2,2,-
TemPhD_cluster_56336_51,-,phage-family-interpro-v4,-,1.4e-09,44.1,1.4,3.1e-09,43.0,0.9,1.7,1,1,0,1,1,1,1,-
TemPhD_cluster_48112_1,-,phage-family-interpro-v4,-,1.8e-09,43.8,0.0,2.3e-09,43.4,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_55918_46,-,phage-family-interpro-v4,-,1.6e-07,37.3,1.2,9.7e-07,34.7,1.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_55990_49,-,phage-family-interpro-v4,-,1.6e-07,37.3,1.2,9.7e-07,34.7,1.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_55930_35,-,phage-family-interpro-v4,-,1.6e-07,37.3,1.2,9.9e-07,34.7,1.3,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_55954_23,-,phage-family-interpro-v4,-,1.8e-07,37.2,1.0,1.9e-06,33.8,1.1,2.0,1,1,0,1,1,1,1,-
TemPhD_cluster_56010_51,-,phage-family-interpro-v4,-,4e-06,32.7,0.3,4e-06,32.7,0.3,1.6,2,0,0,2,2,2,1,-
TemPhD_cluster_56172_20,-,phage-family-interpro-v4,-,5.7e-06,32.2,0.2,7.9e-06,31.7,0.2,1.3,1,0,0,1,1,1,1,-
TemPhD_cluster_56270_47,-,phage-family-interpro-v4,-,0.00077,25.1,0.9,0.001,24.7,0.1,1.6,2,0,0,2,2,2,1,-
TemPhD_cluster_56287_19,-,phage-family-interpro-v4,-,0.00077,25.1,0.9,0.001,24.7,0.1,1.6,2,0,0,2,2,2,1,-
