,ID,desc,cosine
849,DAV41669.1 ,MAG TPA: ATP-dependent DNA ligase [Bacteriophage sp.],0.05155462026596069
2060,DAV66265.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.051567256450653076
1987,DAV64828.1 ,MAG TPA: crossover junction endodeoxyribonuclease [Bacteriophage sp.],0.0515713095664978
397,DAV36204.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.051577985286712646
3514,DAV79621.1 ,MAG TPA: Major capsid protein [Bacteriophage sp.],0.05160164833068848
1027,DAV41847.1 ,"MAG TPA: putative protease of the collagenase peptidase, TIM barrel, hydrolase.66A [Bacteriophage sp.]",0.05161106586456299
1544,DAV56330.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05161118507385254
2665,DAV73411.1 ,MAG TPA: Intron-encoded DNA endonuclease I-AniI [Bacteriophage sp.],0.05161195993423462
3479,DAV77959.1 ,"MAG TPA: Putative plasmid related protein-helix-helix, DNA BINDING PROTEIN [Bacteriophage sp.]",0.05161768198013306
1191,DAV45255.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05165672302246094
4436,DAV94249.1 ,MAG TPA: Protein of unknown function (DUF2577) [Bacteriophage sp.],0.05165886878967285
578,DAV37724.1 ,MAG TPA: putative tyrosine-protein phosphatase [Bacteriophage sp.],0.05166906118392944
3623,DAV80560.1 ,"MAG TPA: Regulatory protein-modification, helix-turn-helix, transcriptional regulator, DNA [Bacteriophage sp.]",0.051679253578186035
2325,DAV69416.1 ,MAG TPA: SOS-response transcriptional repressor [Bacteriophage sp.],0.05171525478363037
4010,DAV85249.1 ,MAG TPA: deoxycytidylate deaminase [Bacteriophage sp.],0.051747143268585205
4510,DAV94323.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.051759421825408936
1913,DAV64182.1 ,MAG TPA: contactin-4 [Bacteriophage sp.],0.05176091194152832
2393,DAV71126.1 ,MAG TPA: FKBP-type peptidyl-prolyl cis-trans isomerases 1 [Bacteriophage sp.],0.05177474021911621
2386,DAV71119.1 ,MAG TPA: FKBP-type peptidyl-prolyl cis-trans isomerases 1 [Bacteriophage sp.],0.051774799823760986
4968,DAW00767.1 ,MAG TPA: protein of unknown function (DUF5067) [Bacteriophage sp.],0.05178368091583252
4121,DAV89405.1 ,MAG TPA: Integrase [Bacteriophage sp.],0.0517960786819458
4693,DAV98712.1 ,MAG TPA: DNA topoisomerase 2 alpha [Bacteriophage sp.],0.05182242393493652
4974,DAW00773.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.051832377910614014
1388,DAV51162.1 ,MAG TPA: nucelotide kinase [Bacteriophage sp.],0.05185115337371826
2516,DAV73262.1 ,MAG TPA: Thymidylate synthase complementing protein [Bacteriophage sp.],0.05188250541687012
330,DAV35540.1 ,MAG TPA: Helix-turn-helix XRE-family like protein [Bacteriophage sp.],0.05189305543899536
2404,DAV71137.1 ,MAG TPA: ADP-ribosylglycohydrolase [Bacteriophage sp.],0.0518956184387207
2403,DAV71136.1 ,MAG TPA: ADP-ribosylglycohydrolase [Bacteriophage sp.],0.0518956184387207
2007,DAV64848.1 ,MAG TPA: DNA gyrase inhibitor [Bacteriophage sp.],0.051898956298828125
219,DAV35368.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05193442106246948
172,DAV33934.1 ,MAG TPA: intron associated endonuclease [Bacteriophage sp.],0.05195891857147217
596,DAV37742.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05196481943130493
387,DAV36194.1 ,MAG TPA: resistance protein [Bacteriophage sp.],0.05197721719741821
3920,DAV84341.1 ,MAG TPA: AmpD protein [Bacteriophage sp.],0.05197882652282715
3830,DAV83435.1 ,"MAG TPA: Putative plasmid related protein-helix-helix, DNA BINDING PROTEIN [Bacteriophage sp.]",0.05198872089385986
2141,DAV66346.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.051994264125823975
1984,DAV64825.1 ,MAG TPA: protein of unknown function (DUF542) [Bacteriophage sp.],0.05200141668319702
1925,DAV64194.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.052045226097106934
4303,DAV92259.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.052061259746551514
1777,DAV58987.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.05206584930419922
3765,DAV83370.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.052091360092163086
1147,DAV44048.1 ,MAG TPA: tail assembly chaperone protein [Bacteriophage sp.],0.05209147930145264
759,DAV39783.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.05210757255554199
2552,DAV73298.1 ,MAG TPA: Cytosine specific methyltransferase [Bacteriophage sp.],0.05218464136123657
771,DAV39795.1 ,MAG TPA: Nuclease [Bacteriophage sp.],0.05220365524291992
4578,DAV97095.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.052224576473236084
4457,DAV94270.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.05223292112350464
131,DAV33601.1 ,MAG TPA: nucelotide kinase [Bacteriophage sp.],0.05224943161010742
2152,DAV66357.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05226415395736694
4460,DAV94273.1 ,MAG TPA: RNaseH [Bacteriophage sp.],0.052298009395599365
855,DAV41675.1 ,MAG TPA: Cro/C1-type HTH DNA-binding domain protein [Bacteriophage sp.],0.05231738090515137
3416,DAV77896.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05234241485595703
4494,DAV94307.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05234646797180176
2463,DAV71196.1 ,MAG TPA: Protein of unknown function (DUF3791) [Bacteriophage sp.],0.052347779273986816
2493,DAV71226.1 ,MAG TPA: Protein of unknown function (DUF3791) [Bacteriophage sp.],0.052347779273986816
3397,DAV77877.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.052360355854034424
751,DAV39775.1 ,"MAG TPA: Transcriptional accessory protein, partial [Bacteriophage sp.]",0.05236077308654785
2139,DAV66344.1 ,MAG TPA: HNH endonuclease [Bacteriophage sp.],0.052387356758117676
2372,DAV69463.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05243802070617676
3946,DAV84877.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.052451252937316895
4558,DAV95057.1 ,"MAG TPA: Rho termination factor, N-terminal domain [Bacteriophage sp.]",0.05247056484222412
2021,DAV65611.1 ,MAG TPA: Replication initiation and membrane attachment [Bacteriophage sp.],0.052486956119537354
1110,DAV42953.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05249357223510742
1908,DAV64177.1 ,MAG TPA: Avd-like-generating retroelement protein [Bacteriophage sp.],0.052502214908599854
3882,DAV84003.1 ,MAG TPA: Protein of unknown function (DUF722) [Bacteriophage sp.],0.05250328779220581
441,DAV36570.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05250364542007446
428,DAV36557.1 ,MAG TPA: anaerobic ribonucleoside triphosphate reductase [Bacteriophage sp.],0.05251741409301758
4092,DAV87425.1 ,MAG TPA: Helix-turn-helix XRE-family like protein [Bacteriophage sp.],0.052539825439453125
3511,DAV79618.1 ,MAG TPA: Protein of unknown function (DUF1653) [Bacteriophage sp.],0.05254554748535156
871,DAV41691.1 ,MAG TPA: Chromatin remodeling complex ATPase [Bacteriophage sp.],0.052552878856658936
4597,DAV97226.1 ,MAG TPA: distal tail protein [Bacteriophage sp.],0.05257827043533325
675,DAV38794.1 ,MAG TPA: head to tail connecting protein [Bacteriophage sp.],0.05261749029159546
3954,DAV84885.1 ,MAG TPA: Head Tail Connector Protein [Bacteriophage sp.],0.05262809991836548
4188,DAV90147.1 ,MAG TPA: Tellurite resistance protein [Bacteriophage sp.],0.05264192819595337
2178,DAV66793.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05268752574920654
4026,DAV85265.1 ,MAG TPA: nucelotide kinase [Bacteriophage sp.],0.05269813537597656
2911,DAV73657.1 ,MAG TPA: PGDYG protein [Bacteriophage sp.],0.052730023860931396
3620,DAV80557.1 ,MAG TPA: repressor protein [Bacteriophage sp.],0.05273628234863281
1822,DAV59032.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05274844169616699
975,DAV41795.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.052750229835510254
4088,DAV87054.1 ,MAG TPA: putative baseplate assembly protein [Bacteriophage sp.],0.05275988578796387
433,DAV36562.1 ,MAG TPA: Lysozyme [Bacteriophage sp.],0.05283588171005249
4464,DAV94277.1 ,MAG TPA: DNA N-6-adenine-methyltransferase [Bacteriophage sp.],0.052845299243927
2398,DAV71131.1 ,MAG TPA: Saccharopine dehydrogenase [Bacteriophage sp.],0.052866339683532715
2377,DAV71110.1 ,MAG TPA: Saccharopine dehydrogenase [Bacteriophage sp.],0.052866339683532715
4,DAV29225.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.052869200706481934
1969,DAV64810.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.05291032791137695
3554,DAV79661.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05291581153869629
4461,DAV94274.1 ,MAG TPA: chromosome partitioning protein [Bacteriophage sp.],0.05292069911956787
1934,DAV64203.1 ,MAG TPA: triphosphate pyrophosphohydrolase [Bacteriophage sp.],0.05297195911407471
2405,DAV71138.1 ,MAG TPA: Major capsid protein [Bacteriophage sp.],0.05300265550613403
2408,DAV71141.1 ,MAG TPA: Major capsid protein [Bacteriophage sp.],0.05300265550613403
1143,DAV44044.1 ,MAG TPA: tail assembly protein [Bacteriophage sp.],0.053053855895996094
116,DAV29688.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05305689573287964
873,DAV41693.1 ,MAG TPA: homing endonuclease [Bacteriophage sp.],0.05308938026428223
2071,DAV66276.1 ,MAG TPA: IrrE protein [Bacteriophage sp.],0.05309724807739258
3943,DAV84874.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05310070514678955
1758,DAV58968.1 ,MAG TPA: repressor protein [Bacteriophage sp.],0.05312621593475342
750,DAV39774.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05313551425933838
4955,DAW00754.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05314081907272339
199,DAV35348.1 ,MAG TPA: antirepressor protein [Bacteriophage sp.],0.053183794021606445
2509,DAV73255.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05319172143936157
3965,DAV84896.1 ,MAG TPA: Minor structural protein [Bacteriophage sp.],0.05320078134536743
4744,DAV98763.1 ,MAG TPA: Endodeoxyribonuclease RusA [Bacteriophage sp.],0.05320197343826294
36,DAV29257.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05324608087539673
4370,DAV92905.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05324912071228027
3856,DAV83461.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05327862501144409
2622,DAV73368.1 ,MAG TPA: putative DNA invertase [Bacteriophage sp.],0.05327945947647095
2016,DAV65606.1 ,MAG TPA: large terminase [Bacteriophage sp.],0.05329054594039917
332,DAV35542.1 ,MAG TPA: Helix-turn-helix XRE-family like protein [Bacteriophage sp.],0.05331367254257202
2150,DAV66355.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.05332428216934204
4961,DAW00760.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.053337693214416504
4302,DAV92258.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05340456962585449
4091,DAV87057.1 ,"MAG TPA: hypothetical protein, partial [Bacteriophage sp.]",0.053416907787323
2378,DAV71111.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.053420186042785645
2397,DAV71130.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.053420186042785645
4141,DAV89665.1 ,MAG TPA: Putative capsid protein [Bacteriophage sp.],0.05343139171600342
4960,DAW00759.1 ,MAG TPA: dimeris T4 recombination endonuclease VII [Bacteriophage sp.],0.05343329906463623
4138,DAV89422.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05344712734222412
4592,DAV97221.1 ,MAG TPA: Protein of unknown function (DUF669) [Bacteriophage sp.],0.053497254848480225
2236,DAV68582.1 ,MAG TPA: endodeoxyribonuclease I [Bacteriophage sp.],0.0534977912902832
48,DAV29269.1 ,"MAG TPA: Recombination enhancement, RecA-dependent nuclease [Bacteriophage sp.]",0.053533971309661865
1065,DAV42908.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.05354195833206177
3502,DAV78302.1 ,MAG TPA: portal protein [Bacteriophage sp.],0.053551316261291504
1119,DAV42962.1 ,MAG TPA: replisome organizer [Bacteriophage sp.],0.05355793237686157
1520,DAV53216.1 ,MAG TPA: capsid protein [Bacteriophage sp.],0.053562939167022705
3557,DAV79664.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.053567469120025635
4565,DAV95064.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.053567469120025635
3679,DAV81966.1 ,MAG TPA: capsid protein [Bacteriophage sp.],0.053607165813446045
1592,DAV56378.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05364745855331421
1156,DAV45220.1 ,MAG TPA: capsid protein [Bacteriophage sp.],0.05366307497024536
1601,DAV56387.1 ,MAG TPA: secretion system protein [Bacteriophage sp.],0.05366867780685425
336,DAV35546.1 ,MAG TPA: integrase [Bacteriophage sp.],0.053672611713409424
570,DAV37716.1 ,MAG TPA: DnaD-like replication protein [Bacteriophage sp.],0.05369216203689575
4462,DAV94275.1 ,MAG TPA: ParA [Bacteriophage sp.],0.053739309310913086
4004,DAV84935.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.0537416934967041
544,DAV37690.1 ,MAG TPA: putative structural protein [Bacteriophage sp.],0.05374568700790405
2536,DAV73282.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.05376189947128296
1163,DAV45227.1 ,MAG TPA: competence protein [Bacteriophage sp.],0.053776681423187256
4096,DAV87429.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.05380207300186157
3509,DAV79616.1 ,MAG TPA: AP2 domain protein [Bacteriophage sp.],0.05382031202316284
2197,DAV68166.1 ,MAG TPA: DNA packaging protein [Bacteriophage sp.],0.053860366344451904
636,DAV37782.1 ,MAG TPA: repressor [Bacteriophage sp.],0.05388236045837402
333,DAV35543.1 ,"MAG TPA: major capsid protein, partial [Bacteriophage sp.]",0.05388444662094116
3526,DAV79633.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.053890109062194824
2484,DAV71217.1 ,MAG TPA: protein of unknown function (DUF5338) [Bacteriophage sp.],0.053899168968200684
2472,DAV71205.1 ,MAG TPA: protein of unknown function (DUF5338) [Bacteriophage sp.],0.05389922857284546
2521,DAV73267.1 ,MAG TPA: anaerobic ribonucleoside triphosphate reductase [Bacteriophage sp.],0.05390268564224243
1480,DAV51729.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.053936541080474854
1060,DAV42903.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.05394715070724487
1959,DAV64228.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05397391319274902
1880,DAV64149.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.05397665500640869
756,DAV39780.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05398070812225342
1943,DAV64212.1 ,MAG TPA: activating signal cointegrator [Bacteriophage sp.],0.05399131774902344
4205,DAV90164.1 ,MAG TPA: minor tail protein [Bacteriophage sp.],0.053993165493011475
4973,DAW00772.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05401045083999634
774,DAV39798.1 ,MAG TPA: Repressor protein CI [Bacteriophage sp.],0.05404871702194214
4454,DAV94267.1 ,MAG TPA: holin [Bacteriophage sp.],0.054081618785858154
1304,DAV49613.1 ,MAG TPA: terminase large subunit [Bacteriophage sp.],0.05409085750579834
4496,DAV94309.1 ,MAG TPA: activating signal cointegrator [Bacteriophage sp.],0.054113924503326416
4683,DAV98702.1 ,MAG TPA: terminase [Bacteriophage sp.],0.05411940813064575
1437,DAV51211.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05423682928085327
4398,DAV93000.1 ,MAG TPA: Protein of unknown function (DUF3489) [Bacteriophage sp.],0.05424177646636963
688,DAV39087.1 ,MAG TPA: tail sheath protein [Bacteriophage sp.],0.054272353649139404
1566,DAV56352.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.05432385206222534
997,DAV41817.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.054330408573150635
2396,DAV71129.1 ,MAG TPA: Inorganic H+ pyrophosphatase [Bacteriophage sp.],0.054336607456207275
2379,DAV71112.1 ,MAG TPA: Inorganic H+ pyrophosphatase [Bacteriophage sp.],0.054336607456207275
2500,DAV73246.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.054339587688446045
3688,DAV81975.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.054346680641174316
178,DAV34921.1 ,MAG TPA: portal protein [Bacteriophage sp.],0.05436509847640991
532,DAV37483.1 ,MAG TPA: excisionase [Bacteriophage sp.],0.054387569427490234
4913,DAW00712.1 ,MAG TPA: YycJ-like MBL-fold protein [Bacteriophage sp.],0.0544201135635376
3822,DAV83427.1 ,MAG TPA: type AsnC-type helix-turn-helix domain [Bacteriophage sp.],0.05445057153701782
597,DAV37743.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05447185039520264
1918,DAV64187.1 ,MAG TPA: tail connector protein [Bacteriophage sp.],0.054484784603118896
4871,DAV99701.1 ,MAG TPA: REP HELICASE [Bacteriophage sp.],0.05449509620666504
2003,DAV64844.1 ,MAG TPA: DNA-directed RNA polymerase subunit [Bacteriophage sp.],0.05452609062194824
1255,DAV49564.1 ,MAG TPA: Cysteine protease [Bacteriophage sp.],0.05453580617904663
32,DAV29253.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05456268787384033
3887,DAV84008.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.054563820362091064
2054,DAV66259.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.05460846424102783
244,DAV35393.1 ,MAG TPA: winged helix-turn-helix transcription repressor [Bacteriophage sp.],0.05461287498474121
4139,DAV89663.1 ,MAG TPA: addiction module antidote protein [Bacteriophage sp.],0.05461299419403076
4099,DAV87432.1 ,MAG TPA: Endodeoxyribonuclease RusA [Bacteriophage sp.],0.054628193378448486
3653,DAV80937.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.054637253284454346
3173,DAV73981.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05464130640029907
2945,DAV73691.1 ,MAG TPA: putative dual-specificity RNA methyltransferase [Bacteriophage sp.],0.05464959144592285
4649,DAV98077.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.054674625396728516
3958,DAV84889.1 ,MAG TPA: repressor protein [Bacteriophage sp.],0.05468553304672241
3646,DAV80930.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.054692745208740234
803,DAV39827.1 ,MAG TPA: Regulatory protein [Bacteriophage sp.],0.05470389127731323
844,DAV41664.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.0547100305557251
4450,DAV94263.1 ,MAG TPA: portal protein [Bacteriophage sp.],0.05474281311035156
3635,DAV80572.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.0547451376914978
137,DAV33607.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05474531650543213
1196,DAV45800.1 ,MAG TPA: Protein of unknown function (DUF2829) [Bacteriophage sp.],0.05476135015487671
748,DAV39772.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.0547715425491333
3596,DAV80533.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.054798126220703125
4992,DAW00791.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05480688810348511
211,DAV35360.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.054814815521240234
197,DAV35346.1 ,"MAG TPA: DNA polymerase III, alpha subunit [Bacteriophage sp.]",0.05482673645019531
4116,DAV89400.1 ,MAG TPA: LexA repressor [Bacteriophage sp.],0.05483508110046387
3982,DAV84913.1 ,MAG TPA: Replication initiator A family protein [Bacteriophage sp.],0.05483633279800415
2555,DAV73301.1 ,MAG TPA: HNH endonuclease [Bacteriophage sp.],0.05488651990890503
3007,DAV73815.1 ,MAG TPA: ATPase [Bacteriophage sp.],0.05490010976791382
4142,DAV89666.1 ,MAG TPA: KilAC domain protein [Bacteriophage sp.],0.054913341999053955
2519,DAV73265.1 ,MAG TPA: NADAR protein [Bacteriophage sp.],0.0549168586730957
4003,DAV84934.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05492144823074341
3290,DAV74126.1 ,MAG TPA: restriction enzyme [Bacteriophage sp.],0.054955124855041504
3288,DAV74124.1 ,MAG TPA: terminase [Bacteriophage sp.],0.05499732494354248
2395,DAV71128.1 ,MAG TPA: OmpA family protein [Bacteriophage sp.],0.05500096082687378
2384,DAV71117.1 ,MAG TPA: OmpA family protein [Bacteriophage sp.],0.05500096082687378
1748,DAV58958.1 ,MAG TPA: replisome organizer [Bacteriophage sp.],0.05500525236129761
2944,DAV73690.1 ,MAG TPA: ferredoxin-thioredoxin reductase [Bacteriophage sp.],0.055011093616485596
3355,DAV77835.1 ,MAG TPA: structural protein [Bacteriophage sp.],0.05501514673233032
2524,DAV73270.1 ,MAG TPA: NrdH [Bacteriophage sp.],0.05502802133560181
1743,DAV58953.1 ,MAG TPA: Major head protein [Bacteriophage sp.],0.055029869079589844
3570,DAV79677.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05504202842712402
4081,DAV85320.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05505245923995972
4595,DAV97224.1 ,MAG TPA: distal tail protein [Bacteriophage sp.],0.05505889654159546
149,DAV33619.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05505937337875366
1787,DAV58997.1 ,MAG TPA: Myeloperoxidase [Bacteriophage sp.],0.05510401725769043
4952,DAW00751.1 ,MAG TPA: PGDYG protein [Bacteriophage sp.],0.055121541023254395
1580,DAV56366.1 ,MAG TPA: protein of unknown function (DUF5063) [Bacteriophage sp.],0.055135130882263184
2381,DAV71114.1 ,MAG TPA: Protein of unknown function (DUF3990) [Bacteriophage sp.],0.055155813694000244
2401,DAV71134.1 ,MAG TPA: Protein of unknown function (DUF3990) [Bacteriophage sp.],0.055155813694000244
1852,DAV62025.1 ,MAG TPA: putative Fe-S center protein [Bacteriophage sp.],0.055161476135253906
1407,DAV51181.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05518156290054321
4594,DAV97223.1 ,"MAG TPA: helix-turn-helix domain protein, partial [Bacteriophage sp.]",0.05518442392349243
3456,DAV77936.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.055205583572387695
422,DAV36551.1 ,MAG TPA: DEAD-like helicase [Bacteriophage sp.],0.05522674322128296
1059,DAV42902.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.055226802825927734
329,DAV35539.1 ,MAG TPA: CHAP domain protein [Bacteriophage sp.],0.055264830589294434
3507,DAV78307.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.055272698402404785
4688,DAV98707.1 ,MAG TPA: Chromatin remodeling complex ATPase [Bacteriophage sp.],0.05529189109802246
424,DAV36553.1 ,MAG TPA: deoxynucleoside monophosphate kinase [Bacteriophage sp.],0.05531203746795654
417,DAV36546.1 ,MAG TPA: DnaJ-like protein [Bacteriophage sp.],0.05532878637313843
2506,DAV73252.1 ,MAG TPA: Sporulation related domain [Bacteriophage sp.],0.05534195899963379
3619,DAV80556.1 ,MAG TPA: protein of unknown function DUF2513 [Bacteriophage sp.],0.0553814172744751
3015,DAV73823.1 ,MAG TPA: putative replisome organizer protein [Bacteriophage sp.],0.05540311336517334
1563,DAV56349.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.05542933940887451
1413,DAV51187.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05544048547744751
1379,DAV51153.1 ,MAG TPA: tail assembly chaperone protein [Bacteriophage sp.],0.05544561147689819
1535,DAV53231.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.055454790592193604
2650,DAV73396.1 ,MAG TPA: transcriptional regulator [Bacteriophage sp.],0.055476486682891846
4841,DAV99520.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.055477142333984375
615,DAV37761.1 ,MAG TPA: cysteine-rich protein [Bacteriophage sp.],0.055480241775512695
1187,DAV45251.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05549132823944092
2294,DAV69385.1 ,MAG TPA: Nucleotidyltransferase [Bacteriophage sp.],0.05551862716674805
1029,DAV41849.1 ,MAG TPA: protein of unknown function (DUF4815) [Bacteriophage sp.],0.05552178621292114
3740,DAV83345.1 ,MAG TPA: NTP-PPase-like protein [Bacteriophage sp.],0.055534958839416504
1194,DAV45258.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.055552005767822266
4019,DAV85258.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.0555606484413147
4513,DAV95012.1 ,MAG TPA: Cro/C1-type HTH DNA-binding domain protein [Bacteriophage sp.],0.05556851625442505
381,DAV36188.1 ,"MAG TPA: terminase small subunit, partial [Bacteriophage sp.]",0.0555804967880249
1814,DAV59024.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.055631399154663086
4187,DAV90146.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05563586950302124
3981,DAV84912.1 ,"MAG TPA: Recombination enhancement, RecA-dependent nuclease [Bacteriophage sp.]",0.05564916133880615
1068,DAV42911.1 ,MAG TPA: head closure knob [Bacteriophage sp.],0.055655598640441895
101,DAV29673.1 ,MAG TPA: Pyocin activator protein PrtN [Bacteriophage sp.],0.05566143989562988
3947,DAV84878.1 ,MAG TPA: Protein of unknown function (DUF1351) [Bacteriophage sp.],0.055680155754089355
46,DAV29267.1 ,MAG TPA: Z DNA-binding protein [Bacteriophage sp.],0.05569744110107422
1539,DAV53235.1 ,MAG TPA: protein of unknown function (DUF3599) [Bacteriophage sp.],0.05575531721115112
341,DAV35551.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05576217174530029
80,DAV29652.1 ,MAG TPA: DNA-binding protein [Bacteriophage sp.],0.05576449632644653
1097,DAV42940.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05576813220977783
4202,DAV90161.1 ,MAG TPA: tail assembly protein [Bacteriophage sp.],0.055772244930267334
1821,DAV59031.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.055772483348846436
3344,DAV77737.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05577278137207031
331,DAV35541.1 ,MAG TPA: Restriction endonuclease [Bacteriophage sp.],0.0558132529258728
1548,DAV56334.1 ,MAG TPA: DNA-directed RNA polymerase specialized sigma subunit-like protein [Bacteriophage sp.],0.05582016706466675
2356,DAV69447.1 ,"MAG TPA: PROTEIN/DNA Complex catalytic motif, Helix-turn-helix DNA [Bacteriophage sp.]",0.055824100971221924
28,DAV29249.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05583614110946655
4769,DAV98788.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05584603548049927
3372,DAV77852.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05585324764251709
89,DAV29661.1 ,MAG TPA: virion protein [Bacteriophage sp.],0.05585455894470215
