,ID,desc,cosine,euclidean
4587,DAV97104.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05631619691848755,2.6729576587677
379,DAV36186.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.04753077030181885,2.67305326461792
1065,DAV42908.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.05354195833206177,2.67307710647583
3606,DAV80543.1 ,MAG TPA: Alginate and motility regulator [Bacteriophage sp.],0.057476162910461426,2.673677444458008
4471,DAV94284.1 ,MAG TPA: ParG [Bacteriophage sp.],0.06490504741668701,2.6753995418548584
872,DAV41692.1 ,MAG TPA: Single strand binding protein [Bacteriophage sp.],0.0721248984336853,2.6765170097351074
3842,DAV83447.1 ,MAG TPA: PolyVal Metallopeptidase superfamily domain [Bacteriophage sp.],0.04763007164001465,2.676842212677002
758,DAV39782.1 ,MAG TPA: Receptor Binding Protein [Bacteriophage sp.],0.04853200912475586,2.6768929958343506
1977,DAV64818.1 ,MAG TPA: Single stranded DNA binding protein [Bacteriophage sp.],0.07101881504058838,2.677457332611084
4606,DAV97235.1 ,MAG TPA: minor capsid protein [Bacteriophage sp.],0.050458312034606934,2.678189277648926
3397,DAV77877.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.052360355854034424,2.67868971824646
3331,DAV77724.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.06361538171768188,2.6790013313293457
4992,DAW00791.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05480688810348511,2.6793785095214844
1887,DAV64156.1 ,MAG TPA: type I neck protein [Bacteriophage sp.],0.06413072347640991,2.680259943008423
3323,DAV77716.1 ,MAG TPA: protein of unknown function DUF859 [Bacteriophage sp.],0.0464819073677063,2.6824162006378174
4435,DAV94248.1 ,MAG TPA: Protein of unknown function (DUF2634) [Bacteriophage sp.],0.06079387664794922,2.683152914047241
3945,DAV84876.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04850798845291138,2.6831865310668945
1176,DAV45240.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05116128921508789,2.6832756996154785
4027,DAV85266.1 ,MAG TPA: DNA binding protein [Bacteriophage sp.],0.07035541534423828,2.6841073036193848
2534,DAV73280.1 ,MAG TPA: Terminase large subunit [Bacteriophage sp.],0.046911418437957764,2.6842379570007324
210,DAV35359.1 ,MAG TPA: tail sheath protein [Bacteriophage sp.],0.045639216899871826,2.6858437061309814
753,DAV39777.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05705618858337402,2.6860411167144775
4039,DAV85278.1 ,MAG TPA: stabilization protein [Bacteriophage sp.],0.05040508508682251,2.6879799365997314
4694,DAV98713.1 ,"MAG TPA: DNA TOPOISOMERASE IV, B SUBUNIT [Bacteriophage sp.]",0.04385906457901001,2.689760208129883
3871,DAV83992.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.05974864959716797,2.6899490356445312
4086,DAV87052.1 ,MAG TPA: 3-phosphoshikimate 1-carboxyvinyltransferase [Bacteriophage sp.],0.07769918441772461,2.690300941467285
2397,DAV71130.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.053420186042785645,2.690934181213379
2378,DAV71111.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.053420186042785645,2.690934181213379
2072,DAV66277.1 ,MAG TPA: nucelotide kinase [Bacteriophage sp.],0.0477939248085022,2.691117286682129
4878,DAV99708.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04756361246109009,2.6920650005340576
1140,DAV44041.1 ,MAG TPA: Baseplate J like protein [Bacteriophage sp.],0.06791669130325317,2.692117691040039
892,DAV41712.1 ,"MAG TPA: UDP-2,3-diacylglucosamine hydrolase [Bacteriophage sp.]",0.04828035831451416,2.6921756267547607
520,DAV37471.1 ,MAG TPA: major tail protein [Bacteriophage sp.],0.06854188442230225,2.692394256591797
1767,DAV58977.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.0593717098236084,2.6932647228240967
2490,DAV71223.1 ,"MAG TPA: NON-STRUCTURAL PROTEIN 3 PROTEIN, STRUCTURAL GENOMICS, MARSEILLES [Bacteriophage sp.]",0.0508536696434021,2.693796396255493
2466,DAV71199.1 ,"MAG TPA: NON-STRUCTURAL PROTEIN 3 PROTEIN, STRUCTURAL GENOMICS, MARSEILLES [Bacteriophage sp.]",0.0508536696434021,2.6937973499298096
2254,DAV68600.1 ,MAG TPA: protein of unknown function (DUF4376) [Bacteriophage sp.],0.048505544662475586,2.6940605640411377
4436,DAV94249.1 ,MAG TPA: Protein of unknown function (DUF2577) [Bacteriophage sp.],0.05165886878967285,2.6950011253356934
2020,DAV65610.1 ,MAG TPA: Single strand binding protein [Bacteriophage sp.],0.07610940933227539,2.695180654525757
2067,DAV66272.1 ,MAG TPA: Single stranded DNA binding protein [Bacteriophage sp.],0.06513828039169312,2.69545841217041
331,DAV35541.1 ,MAG TPA: Restriction endonuclease [Bacteriophage sp.],0.0558132529258728,2.697014808654785
3338,DAV77731.1 ,MAG TPA: lysin [Bacteriophage sp.],0.048773109912872314,2.697606086730957
1137,DAV44038.1 ,MAG TPA: Protein of unknown function (DUF2634) [Bacteriophage sp.],0.06357485055923462,2.6985042095184326
837,DAV41657.1 ,MAG TPA: Guanylate kinase [Bacteriophage sp.],0.05756181478500366,2.6985931396484375
1564,DAV56350.1 ,MAG TPA: tail sheath protein [Bacteriophage sp.],0.04581105709075928,2.6988441944122314
2015,DAV65605.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.062171101570129395,2.699594259262085
4504,DAV94317.1 ,"MAG TPA: Recombination enhancement, RecA-dependent nuclease [Bacteriophage sp.]",0.049182116985321045,2.7004425525665283
4714,DAV98733.1 ,MAG TPA: glycoside hydrolase family protein [Bacteriophage sp.],0.04850125312805176,2.7004668712615967
578,DAV37724.1 ,MAG TPA: putative tyrosine-protein phosphatase [Bacteriophage sp.],0.05166906118392944,2.700509786605835
1968,DAV64809.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.05098164081573486,2.701417922973633
4687,DAV98706.1 ,MAG TPA: DnaB-like replicative helicase [Bacteriophage sp.],0.050593674182891846,2.7018539905548096
4205,DAV90164.1 ,MAG TPA: minor tail protein [Bacteriophage sp.],0.053993165493011475,2.7021827697753906
479,DAV36608.1 ,MAG TPA: HAD domain protein [Bacteriophage sp.],0.04945260286331177,2.7024247646331787
3369,DAV77849.1 ,MAG TPA: RNA dependent RNA polymerase [Bacteriophage sp.],0.044689178466796875,2.7028987407684326
3042,DAV73850.1 ,MAG TPA: Protein of unknown function (DUF2778) [Bacteriophage sp.],0.07335561513900757,2.704902410507202
755,DAV39779.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.06773769855499268,2.705080032348633
841,DAV41661.1 ,MAG TPA: maintenance system killer protein [Bacteriophage sp.],0.06511950492858887,2.706935167312622
4648,DAV97277.1 ,MAG TPA: SOS-response transcriptional repressor [Bacteriophage sp.],0.05628079175949097,2.707503318786621
1003,DAV41823.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05625569820404053,2.7075552940368652
4467,DAV94280.1 ,MAG TPA: ribonuclease HI [Bacteriophage sp.],0.05731821060180664,2.707557201385498
3573,DAV80510.1 ,MAG TPA: tail tube protein [Bacteriophage sp.],0.06817758083343506,2.7079215049743652
1743,DAV58953.1 ,MAG TPA: Major head protein [Bacteriophage sp.],0.055029869079589844,2.7100703716278076
1939,DAV64208.1 ,"MAG TPA: LAMBDA REPRESSOR (TRIPLE MUTANT)/DNA COMPLEX-DNA COMPLEX, DOUBLE HELIX, TRANSCRIPTION-DNA.1A [Bacteriophage sp.]",0.050235092639923096,2.7107152938842773
1443,DAV51217.1 ,MAG TPA: tail connector protein [Bacteriophage sp.],0.05033600330352783,2.7118947505950928
3462,DAV77942.1 ,MAG TPA: Protein of unknown function (DUF1492) [Bacteriophage sp.],0.059774160385131836,2.713336229324341
691,DAV39090.1 ,MAG TPA: 43 kDa tail protein [Bacteriophage sp.],0.08174431324005127,2.7140002250671387
2139,DAV66344.1 ,MAG TPA: HNH endonuclease [Bacteriophage sp.],0.052387356758117676,2.7141168117523193
4867,DAV99697.1 ,MAG TPA: integrase [Bacteriophage sp.],0.08369064331054688,2.714118719100952
4448,DAV94261.1 ,MAG TPA: head tail connector [Bacteriophage sp.],0.05922657251358032,2.7147011756896973
1078,DAV42921.1 ,MAG TPA: Single strand binding protein [Bacteriophage sp.],0.07691061496734619,2.7153050899505615
4196,DAV90155.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.08384907245635986,2.71555233001709
4952,DAW00751.1 ,MAG TPA: PGDYG protein [Bacteriophage sp.],0.055121541023254395,2.715585708618164
3405,DAV77885.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.057946205139160156,2.7161779403686523
545,DAV37691.1 ,MAG TPA: head closure knob [Bacteriophage sp.],0.04666793346405029,2.7162232398986816
2638,DAV73384.1 ,"MAG TPA: putative homing endonuclease/beta fold, HYDROLASE [Bacteriophage sp.]",0.06545102596282959,2.716510057449341
4192,DAV90151.1 ,MAG TPA: major tail protein [Bacteriophage sp.],0.07154393196105957,2.71714448928833
1543,DAV56329.1 ,MAG TPA: Outer membrane lipoprotein carrier protein [Bacteriophage sp.],0.07487189769744873,2.717697858810425
1125,DAV42968.1 ,"MAG TPA: Type III-A CRISPR-associated protein Csm1 complex, Type III-A, CRISPR-Cas.9A [Bacteriophage sp.]",0.04348677396774292,2.7184526920318604
1375,DAV51149.1 ,MAG TPA: deoxyuridine 5'-triphosphate nucleotidohydrolase [Bacteriophage sp.],0.06845104694366455,2.718461513519287
4188,DAV90147.1 ,MAG TPA: Tellurite resistance protein [Bacteriophage sp.],0.05264192819595337,2.7190921306610107
4865,DAV99695.1 ,MAG TPA: DNA border endonuclease [Bacteriophage sp.],0.062412798404693604,2.7197060585021973
3956,DAV84887.1 ,MAG TPA: major tail protein [Bacteriophage sp.],0.05937904119491577,2.7210824489593506
3501,DAV78301.1 ,MAG TPA: capsid protein [Bacteriophage sp.],0.05900585651397705,2.722440481185913
3620,DAV80557.1 ,MAG TPA: repressor protein [Bacteriophage sp.],0.05273628234863281,2.722654342651367
2395,DAV71128.1 ,MAG TPA: OmpA family protein [Bacteriophage sp.],0.05500096082687378,2.722958564758301
2384,DAV71117.1 ,MAG TPA: OmpA family protein [Bacteriophage sp.],0.05500096082687378,2.722958564758301
4180,DAV89704.1 ,MAG TPA: endoribonuclease [Bacteriophage sp.],0.05955439805984497,2.726210594177246
710,DAV39561.1 ,MAG TPA: helix-turn-helix domain protein [Bacteriophage sp.],0.061544179916381836,2.7264044284820557
4602,DAV97231.1 ,MAG TPA: Minor capsid protein [Bacteriophage sp.],0.05961388349533081,2.7270359992980957
544,DAV37690.1 ,MAG TPA: putative structural protein [Bacteriophage sp.],0.05374568700790405,2.72745943069458
1987,DAV64828.1 ,MAG TPA: crossover junction endodeoxyribonuclease [Bacteriophage sp.],0.0515713095664978,2.72945499420166
720,DAV39571.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.058303236961364746,2.7296388149261475
3870,DAV83991.1 ,MAG TPA: RNA polymerase sigma-K factor [Bacteriophage sp.],0.04711395502090454,2.7297675609588623
4955,DAW00754.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05314081907272339,2.72996187210083
3479,DAV77959.1 ,"MAG TPA: Putative plasmid related protein-helix-helix, DNA BINDING PROTEIN [Bacteriophage sp.]",0.05161768198013306,2.730531930923462
3814,DAV83419.1 ,MAG TPA: Protein of unknown function (DUF1492) [Bacteriophage sp.],0.05992954969406128,2.732917547225952
144,DAV33614.1 ,MAG TPA: Protein of unknown function (DUF1492) [Bacteriophage sp.],0.05992954969406128,2.732917547225952
1232,DAV45836.1 ,MAG TPA: Protein of unknown function (DUF1492) [Bacteriophage sp.],0.05872374773025513,2.7340903282165527
2546,DAV73292.1 ,MAG TPA: restriction enzyme [Bacteriophage sp.],0.049446821212768555,2.7342798709869385
4239,DAV90198.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05824965238571167,2.7346649169921875
387,DAV36194.1 ,MAG TPA: resistance protein [Bacteriophage sp.],0.05197721719741821,2.736785650253296
4590,DAV97219.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04870647192001343,2.7368202209472656
1519,DAV53215.1 ,MAG TPA: Protein of unknown function (DUF2829) [Bacteriophage sp.],0.04602491855621338,2.737208127975464
2198,DAV68167.1 ,MAG TPA: Terminase small subunit [Bacteriophage sp.],0.047502100467681885,2.7386763095855713
1908,DAV64177.1 ,MAG TPA: Avd-like-generating retroelement protein [Bacteriophage sp.],0.052502214908599854,2.7390987873077393
4801,DAV98820.1 ,MAG TPA: Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [Bacteriophage sp.],0.05634152889251709,2.740614891052246
2553,DAV73299.1 ,MAG TPA: Cytosine specific methyltransferase [Bacteriophage sp.],0.08058446645736694,2.7406651973724365
1152,DAV45216.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.06952685117721558,2.7411162853240967
132,DAV33602.1 ,MAG TPA: Minor structural protein [Bacteriophage sp.],0.05649363994598389,2.7422678470611572
4165,DAV89689.1 ,MAG TPA: endopeptidase tail [Bacteriophage sp.],0.04649394750595093,2.7425124645233154
3754,DAV83359.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.06398510932922363,2.743501901626587
1154,DAV45218.1 ,MAG TPA: AAA ATPase [Bacteriophage sp.],0.05673891305923462,2.7437002658843994
3586,DAV80523.1 ,MAG TPA: chromosome partitioning protein [Bacteriophage sp.],0.04922837018966675,2.7438361644744873
116,DAV29688.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05305689573287964,2.744279146194458
1778,DAV58988.1 ,MAG TPA: protein of unknown function (DUF4352) [Bacteriophage sp.],0.06326538324356079,2.744466543197632
2508,DAV73254.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.049189984798431396,2.744946241378784
114,DAV29686.1 ,MAG TPA: protein of unknown function (DUF4248) [Bacteriophage sp.],0.05758976936340332,2.7449591159820557
713,DAV39564.1 ,MAG TPA: LlaJI restriction endonuclease [Bacteriophage sp.],0.056969404220581055,2.7456228733062744
4692,DAV98711.1 ,MAG TPA: homing endonuclease [Bacteriophage sp.],0.06984788179397583,2.7465929985046387
2288,DAV69379.1 ,MAG TPA: replisome organizer [Bacteriophage sp.],0.047766804695129395,2.7469663619995117
1972,DAV64813.1 ,MAG TPA: minor capsid protein [Bacteriophage sp.],0.04380708932876587,2.7474429607391357
4226,DAV90185.1 ,MAG TPA: TRAP Tryptophan RNA-binding attenuator protein inhibitory protein [Bacteriophage sp.],0.06293821334838867,2.7484068870544434
4220,DAV90179.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.0637209415435791,2.7491395473480225
3716,DAV82266.1 ,MAG TPA: upper collar protein [Bacteriophage sp.],0.043067872524261475,2.7493953704833984
48,DAV29269.1 ,"MAG TPA: Recombination enhancement, RecA-dependent nuclease [Bacteriophage sp.]",0.053533971309661865,2.750520944595337
2911,DAV73657.1 ,MAG TPA: PGDYG protein [Bacteriophage sp.],0.052730023860931396,2.750696897506714
417,DAV36546.1 ,MAG TPA: DnaJ-like protein [Bacteriophage sp.],0.05532878637313843,2.750988483428955
4522,DAV95021.1 ,MAG TPA: repressor domain protein [Bacteriophage sp.],0.04368460178375244,2.751081943511963
20,DAV29241.1 ,MAG TPA: IrrE protein [Bacteriophage sp.],0.06838148832321167,2.7511279582977295
1721,DAV58520.1 ,MAG TPA: nucleoporin [Bacteriophage sp.],0.04493743181228638,2.751744508743286
4583,DAV97100.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.051434457302093506,2.7525529861450195
3954,DAV84885.1 ,MAG TPA: Head Tail Connector Protein [Bacteriophage sp.],0.05262809991836548,2.752906084060669
81,DAV29653.1 ,MAG TPA: Protein of unknown function (DUF1804) [Bacteriophage sp.],0.045648932456970215,2.75294828414917
3762,DAV83367.1 ,MAG TPA: Single strand binding protein [Bacteriophage sp.],0.08475494384765625,2.7548139095306396
4041,DAV85280.1 ,MAG TPA: chitosanase [Bacteriophage sp.],0.06648033857345581,2.7549502849578857
1405,DAV51179.1 ,MAG TPA: putative replisome organizer protein [Bacteriophage sp.],0.048065364360809326,2.7550926208496094
3566,DAV79673.1 ,MAG TPA: tail tube protein [Bacteriophage sp.],0.06548881530761719,2.7569987773895264
2068,DAV66273.1 ,MAG TPA: HOLLIDAY JUNCTION RESOLVASE HOMOLOGOUS RECOMBINATION [Bacteriophage sp.],0.04197031259536743,2.7572951316833496
4960,DAW00759.1 ,MAG TPA: dimeris T4 recombination endonuclease VII [Bacteriophage sp.],0.05343329906463623,2.7575604915618896
380,DAV36187.1 ,MAG TPA: Helix-turn-helix XRE-family like protein [Bacteriophage sp.],0.06951189041137695,2.757850408554077
3763,DAV83368.1 ,MAG TPA: Single strand binding protein [Bacteriophage sp.],0.08526849746704102,2.7581958770751953
871,DAV41691.1 ,MAG TPA: Chromatin remodeling complex ATPase [Bacteriophage sp.],0.052552878856658936,2.759197235107422
4155,DAV89679.1 ,MAG TPA: zinc-ribbon domain protein [Bacteriophage sp.],0.05924820899963379,2.760120391845703
4851,DAV99681.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.08436816930770874,2.7613375186920166
128,DAV33598.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.06438970565795898,2.7622299194335938
1865,DAV62038.1 ,MAG TPA: tail tube protein [Bacteriophage sp.],0.061563730239868164,2.7625863552093506
4251,DAV91373.1 ,MAG TPA: homing endonuclease [Bacteriophage sp.],0.07475680112838745,2.762899398803711
682,DAV39081.1 ,MAG TPA: Protein of unknown function (DUF2634) [Bacteriophage sp.],0.07137495279312134,2.7646944522857666
2014,DAV65604.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04848438501358032,2.7654623985290527
4601,DAV97230.1 ,MAG TPA: Minor capsid protein [Bacteriophage sp.],0.0666959285736084,2.7656288146972656
844,DAV41664.1 ,MAG TPA: peptidase [Bacteriophage sp.],0.0547100305557251,2.7663910388946533
1809,DAV59019.1 ,MAG TPA: PGDYG protein [Bacteriophage sp.],0.059593141078948975,2.767761468887329
4572,DAV95071.1 ,MAG TPA: tail tube protein [Bacteriophage sp.],0.06499886512756348,2.7680184841156006
2552,DAV73298.1 ,MAG TPA: Cytosine specific methyltransferase [Bacteriophage sp.],0.05218464136123657,2.770444631576538
3491,DAV77971.1 ,MAG TPA: Protein of unknown function (DUF3920) [Bacteriophage sp.],0.04929471015930176,2.7711405754089355
3341,DAV77734.1 ,MAG TPA: NinG protein [Bacteriophage sp.],0.04850280284881592,2.771219491958618
2169,DAV66784.1 ,MAG TPA: Portal protein [Bacteriophage sp.],0.05077636241912842,2.771257162094116
3585,DAV80522.1 ,MAG TPA: Single strand binding protein [Bacteriophage sp.],0.08150315284729004,2.7715461254119873
4461,DAV94274.1 ,MAG TPA: chromosome partitioning protein [Bacteriophage sp.],0.05292069911956787,2.7725017070770264
3830,DAV83435.1 ,"MAG TPA: Putative plasmid related protein-helix-helix, DNA BINDING PROTEIN [Bacteriophage sp.]",0.05198872089385986,2.7728426456451416
4595,DAV97224.1 ,MAG TPA: distal tail protein [Bacteriophage sp.],0.05505889654159546,2.7728512287139893
1553,DAV56339.1 ,"MAG TPA: hypothetical protein, partial [Bacteriophage sp.]",0.08588916063308716,2.7733054161071777
345,DAV35555.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.050107479095458984,2.773426055908203
516,DAV37467.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05713534355163574,2.7736237049102783
418,DAV36547.1 ,MAG TPA: metallophosphatase domain protein [Bacteriophage sp.],0.05126631259918213,2.774578332901001
873,DAV41693.1 ,MAG TPA: homing endonuclease [Bacteriophage sp.],0.05308938026428223,2.7749741077423096
3421,DAV77901.1 ,MAG TPA: Single strand binding protein [Bacteriophage sp.],0.08642542362213135,2.7751364707946777
2149,DAV66354.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.057514488697052,2.775216579437256
1017,DAV41837.1 ,MAG TPA: chitosanase [Bacteriophage sp.],0.06375020742416382,2.7762012481689453
1205,DAV45809.1 ,MAG TPA: endonuclease [Bacteriophage sp.],0.050024211406707764,2.776564598083496
4170,DAV89694.1 ,MAG TPA: chromosomal replication initiator protein [Bacteriophage sp.],0.05628710985183716,2.7770516872406006
1413,DAV51187.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05544048547744751,2.7771196365356445
2210,DAV68556.1 ,MAG TPA: collagen triple helix repeat protein [Bacteriophage sp.],0.06245309114456177,2.778455972671509
1943,DAV64212.1 ,MAG TPA: activating signal cointegrator [Bacteriophage sp.],0.05399131774902344,2.779356002807617
3329,DAV77722.1 ,MAG TPA: distal tail protein [Bacteriophage sp.],0.047225236892700195,2.7795119285583496
2509,DAV73255.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05319172143936157,2.7809221744537354
4291,DAV92247.1 ,MAG TPA: Portal protein [Bacteriophage sp.],0.05118978023529053,2.781533718109131
327,DAV35537.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.042419612407684326,2.7824196815490723
4018,DAV85257.1 ,MAG TPA: baseplate wedge protein [Bacteriophage sp.],0.07039183378219604,2.7829296588897705
4324,DAV92859.1 ,MAG TPA: TROVE domain [Bacteriophage sp.],0.04277533292770386,2.7836246490478516
3865,DAV83986.1 ,MAG TPA: terminase small subunit [Bacteriophage sp.],0.043191611766815186,2.78375244140625
1227,DAV45831.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04527240991592407,2.785194158554077
4884,DAV99714.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.050231754779815674,2.7852115631103516
3290,DAV74126.1 ,MAG TPA: restriction enzyme [Bacteriophage sp.],0.054955124855041504,2.785405158996582
405,DAV36212.1 ,MAG TPA: Regulatory protein [Bacteriophage sp.],0.060025036334991455,2.7857837677001953
2021,DAV65611.1 ,MAG TPA: Replication initiation and membrane attachment [Bacteriophage sp.],0.052486956119537354,2.7862110137939453
4207,DAV90166.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.0705309510231018,2.7864279747009277
3552,DAV79659.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.0574381947517395,2.78741455078125
2061,DAV66266.1 ,MAG TPA: major tail protein [Bacteriophage sp.],0.0644720196723938,2.7874927520751953
3623,DAV80560.1 ,"MAG TPA: Regulatory protein-modification, helix-turn-helix, transcriptional regulator, DNA [Bacteriophage sp.]",0.051679253578186035,2.787895917892456
8,DAV29229.1 ,MAG TPA: Head Tail Connector Protein [Bacteriophage sp.],0.0611494779586792,2.787930488586426
2070,DAV66275.1 ,MAG TPA: dUTPase [Bacteriophage sp.],0.07947272062301636,2.788724184036255
4997,DAW00796.1 ,"MAG TPA: Putative transferase, nesg, ydcK, Structural Genomics.38A [Bacteriophage sp.]",0.06268423795700073,2.7888152599334717
3007,DAV73815.1 ,MAG TPA: ATPase [Bacteriophage sp.],0.05490010976791382,2.788949728012085
4469,DAV94282.1 ,MAG TPA: RNaseH [Bacteriophage sp.],0.06734210252761841,2.789228677749634
1548,DAV56334.1 ,MAG TPA: DNA-directed RNA polymerase specialized sigma subunit-like protein [Bacteriophage sp.],0.05582016706466675,2.789851427078247
388,DAV36195.1 ,MAG TPA: Repressor protein CI [Bacteriophage sp.],0.0566980242729187,2.7899303436279297
1839,DAV59049.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.0514293909072876,2.790294885635376
1879,DAV64148.1 ,MAG TPA: Protein of unknown function (DUF2786) [Bacteriophage sp.],0.045219361782073975,2.79050874710083
1742,DAV58952.1 ,MAG TPA: Portal [Bacteriophage sp.],0.04936087131500244,2.7918694019317627
3692,DAV81979.1 ,MAG TPA: dsDNA helicase [Bacteriophage sp.],0.05706179141998291,2.7921993732452393
3749,DAV83354.1 ,MAG TPA: replisome organizer [Bacteriophage sp.],0.04982924461364746,2.7925777435302734
1197,DAV45801.1 ,MAG TPA: SH3 domain protein [Bacteriophage sp.],0.055924415588378906,2.7932097911834717
1393,DAV51167.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04996144771575928,2.7937803268432617
4911,DAW00710.1 ,MAG TPA: Avd-like protein [Bacteriophage sp.],0.06503623723983765,2.7938499450683594
4059,DAV85298.1 ,"MAG TPA: HipB, HipA/DNA Complex, multidrug tolerance, autorepression, promoter.77A [Bacteriophage sp.]",0.05593150854110718,2.7950046062469482
385,DAV36192.1 ,MAG TPA: Single strand binding protein [Bacteriophage sp.],0.078482985496521,2.7951083183288574
2173,DAV66788.1 ,"MAG TPA: Transcriptional regulator, RHH-like, CopG [Bacteriophage sp.]",0.06220901012420654,2.7953720092773438
2018,DAV65608.1 ,MAG TPA: minor capsid protein [Bacteriophage sp.],0.04988950490951538,2.7963144779205322
2236,DAV68582.1 ,MAG TPA: endodeoxyribonuclease I [Bacteriophage sp.],0.0534977912902832,2.796356439590454
676,DAV38795.1 ,"MAG TPA: Lysozyme, partial [Bacteriophage sp.]",0.05706751346588135,2.7963602542877197
2499,DAV73245.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.06757950782775879,2.7964093685150146
4936,DAW00735.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05760270357131958,2.797135353088379
3887,DAV84008.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.054563820362091064,2.7977964878082275
120,DAV29692.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.05887025594711304,2.798525094985962
761,DAV39785.1 ,MAG TPA: Minor capsid protein [Bacteriophage sp.],0.05946493148803711,2.799631118774414
1151,DAV45215.1 ,MAG TPA: abortive infection protein [Bacteriophage sp.],0.05623692274093628,2.8004908561706543
4521,DAV95020.1 ,MAG TPA: tail fiber protein [Bacteriophage sp.],0.058226823806762695,2.80090594291687
1924,DAV64193.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04443472623825073,2.8026461601257324
877,DAV41697.1 ,MAG TPA: endonuclease [Bacteriophage sp.],0.08299791812896729,2.8032867908477783
1114,DAV42957.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.057137250900268555,2.803415536880493
2392,DAV71125.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.08919310569763184,2.8061084747314453
2387,DAV71120.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.08919310569763184,2.8061084747314453
849,DAV41669.1 ,MAG TPA: ATP-dependent DNA ligase [Bacteriophage sp.],0.05155462026596069,2.8061940670013428
9,DAV29230.1 ,MAG TPA: major capsid protein [Bacteriophage sp.],0.06099957227706909,2.8072381019592285
4087,DAV87053.1 ,"MAG TPA: 3-deoxy-7-phosphoheptulonate synthase, partial [Bacteriophage sp.]",0.06493818759918213,2.8075711727142334
127,DAV33597.1 ,MAG TPA: Portal [Bacteriophage sp.],0.050323665142059326,2.808455467224121
3755,DAV83360.1 ,MAG TPA: Portal [Bacteriophage sp.],0.050323665142059326,2.808455467224121
2396,DAV71129.1 ,MAG TPA: Inorganic H+ pyrophosphatase [Bacteriophage sp.],0.054336607456207275,2.8085572719573975
2379,DAV71112.1 ,MAG TPA: Inorganic H+ pyrophosphatase [Bacteriophage sp.],0.054336607456207275,2.8085572719573975
2513,DAV73259.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04501903057098389,2.8090054988861084
4861,DAV99691.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.08990347385406494,2.8102407455444336
